title,description,price,status,url,date_public
Требуются Швеи ! Женская курточка (одна модель)Район одесской .,"Требуются швеи .
Женская курточка .
Цена высокая .зарплата каждую субботу.
Свет без перебоев , помещение теплое .
Цена высокая .",None,15 000 - 30 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuyutsya-shvei-zhenskaya-kurtochka-odna-modelrayon-odesskoy-IDQVAZt.html,Опубліковано Сьогодні о 11:36
"Продавець-універсал у супермаркет, вул. Дудикіна 28","«THRASH! ТРАШ!» - мережа продовольчих магазинів, яка входить до групи компаній «Фоззі».Запрошуємо до нашого колективу продавця-універсала на часткову зайнятістьДовіряємо тобі наступні задачі:робота із касовим апаратом (навчаємо, не страшно, якщо ніколи не працював);переміщення товару із складу у торг.зал (фізичні навантаження);підтримання порядку в торговому залі;ввічливе обслуговування покупців;здійснення викладки товару на вітрину, відповідність цінників.Працюючи в THRASH! ТРАШ! ти гарантовано отримуєш:офіційну заробітну плату без затримок, яка виплачується 2-чі на місяць;навчання з ""0"", ми не вимагаємо досвід роботи;зручний графік роботи;робота поруч із домом;працевлаштування згідно законодавства з першого робочого дня;оплачувані лікарняні, відпустки;стрімкий кар'єрний розвиток;оплачуване навчання/стажування.",None,Позмінний графік,https://www.olx.ua/uk/obyavlenie/rabota/prodavets-unversal-u-supermarket-vul-dudikna-28-IDQUOpR.html,Опубліковано Сьогодні о 11:10
Адміністратор автомийки,"Автомийка ""Портальна""вул. Леваневського, 130Вимоги:досвідчений користувач ПК;порядність, дисциплінованістьУмови роботи:офіційне працевлаштування;4 дні робочих 2 дні вихідніОбов’язки:зустріч клієнтів,приготування напоїв (кава, чай)робота з ПК;розрахунок клієнтів та ведення каси;телефонні дзвінкиконтроль якості наданих послуг;документообіг.",None,12 000 - 16 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/admnstrator-avtomiyki-IDQTcwF.html,Опубліковано Сьогодні о 10:36
требуется Водитель на Газель,"требуется водитель на Газель, нужен человек что б сам мог обслужить автомобиль, проживающий в ингулецк, центр гор, дзерж, долгинц районах",None,15 000 - 25 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-voditel-na-gazel-IDR8oLf.html,Опубліковано Сьогодні о 10:42
"Продавець-універсал у супермаркет, вул. С. Синенко 73","«THRASH! ТРАШ!» - мережа продовольчих магазинів, яка входить до групи компаній «Фоззі».Запрошуємо до нашого колективу продавця-універсалаДовіряємо тобі наступні задачі:робота із касовим апаратом (навчаємо, не страшно, якщо ніколи не працював);переміщення товару із складу у торг.зал (фізичні навантаження);підтримання порядку в торговому залі;ввічливе обслуговування покупців;здійснення викладки товару на вітрину, відповідність цінників.Працюючи в THRASH! ТРАШ! ти гарантовано отримуєш:офіційну заробітну плату без затримок, яка виплачується 2-чі на місяць;навчання з ""0"", ми не вимагаємо досвід роботи;зручний графік роботи;робота поруч із домом;працевлаштування згідно законодавства з першого робочого дня;оплачувані лікарняні, відпустки;стрімкий кар'єрний розвиток;оплачуване навчання/стажування.",None,12 063 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/prodavets-unversal-u-supermarket-vul-s-sinenko-73-IDQUOSc.html,Опубліковано Сьогодні о 11:21
"Рабочий на завод чипсов LAYS в Израиль, Швецию, Германию, Англию","Требования: разнорабочий

Условия работы: рабочий на упаковку чипсов Lays : (Тель-Авив, Ашкелон, Герцелия) Германия (Берлин, Дортмунд, Дюсельдорф) Швеция (Стокгольм,)

Обязанности: упаковка, маркировка, контроль качества, подготовка товара к отправке. 

Заработная плата от 12 $ 6-ти дневная рабочая неделя. 8−14 часов рабочий день.Все налоги оплачивает работодатель отдельно от заработной платы.Всё, что с выше 8-ми часов оплачивается по 125%.• В субботу оплата 150%

Работодатель обеспечивает жильем БЕСПЛАТНО. БЕСПЛАТНЫЕ ОБЕДЫ.

Квартиры обустроены, все необходимые удобства присутствуют. В комнату заселяют по 2 человека.
Работодатель обеспечивает бесплатный подвоз от места проживания до места работы.

Полный пакет услуг включает:

Контракт с работодателем от 4 месяцев до 3 лет;
Медицинская страховка;
Бесплатный трансфер с аэропорта;
Сопровождение и консультация до полного трудоустройства.
Наши менеджеры встречают Вас в аэропорту Израиля.

Собеседования проводятся в телефонном режиме, собеседования в офисе будут проводиться после окончания карантина.

Ліцензія Міністерства Соціальної Політики України

№ 1082 від 17.02.2017 року",None,2 800 - 3 500 €/за місяць,https://www.olx.ua/uk/obyavlenie/rabota/rabochiy-na-zavod-chipsov-lays-v-izrail-shvetsiyu-germaniyu-angliyu-IDOtWd0.html,Опубліковано Сьогодні о 10:56
На швейное производство закройщик,"на швейное производство сумок требуется закройщик.Опыт работы обязателен. Зарплата высокая. м. Турбоатом, в 2 мин.ходьбы.",None,20 000 - 30 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/na-shveynoe-proizvodstvo-zakroyschik-IDQWu1A.html,Опубліковано Сьогодні о 11:06
Доглядальниця з проживанням  за хворою людино.   Без шкидливих звичок.,"Потрібна доглядальниця з проживанням.В обв'язки входить прибрання,догляд за хворою,готовка їжи,побутові питання.Зарплатня 350  за добу.Без шкидливих звичок.",None,Часткова зайнятість,https://www.olx.ua/uk/obyavlenie/rabota/doglyadalnitsya-z-prozhivannyam-za-hvoroyu-lyudino-bez-shkidlivih-zvichok-IDR8okG.html,Опубліковано Сьогодні о 10:33
Требуется оббивщик,"На производство мягкой мебели требуются оббивщики с опытом работы. З. П выплачивается один раз в неделю
Адрес ул. Пацаева 53",None,20 000 - 40 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-obbivschik-IDPZCKj.html,Опубліковано Сьогодні о 11:00
Ассистент-администратор на гибкий график,"Возьму в частный отдел толковую помощницу по работе с персоналом.  Требования: 
- опыт работы с людьми
- честность, порядочность 
- позитивное отношение 
- быстрая обучаемость

В обязанности будет входить:
- работа с рекламой в интернете;
- работа с базами данных;
- телефонные звонки ;
- подготовка к работе новых сотрудников.
Мы предлагаем работу в дружном коллективе, комфортные условия, постоянное обучение и карьерный рост. А также веселый корпоративный отдых.

ФОП частный коммерческий отдел",None,12 000 - 14 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/assistent-administrator-na-gibkiy-grafik-IDQnPh5.html,Опубліковано Сьогодні о 11:29
Нужны люди на верефикацию 550грн,"Нужны люди для верефикации в приложении, оно остаётся вам, никаких махинаций, если кому интересно, оьращайтесь",None,250 - 1 150 грн./за годину,https://www.olx.ua/uk/obyavlenie/rabota/nuzhny-lyudi-na-verefikatsiyu-550grn-IDQ9xZO.html,Опубліковано Сьогодні о 11:16
Администратор/Комендант в хостел Киев,"В сеть хостелов Требуется администратор 

Работа с проживанием
График вахтовый 
От 18 лет
Опыт работы (желательно) но можно и без опыта 
стажировка проходит от 2-3 дней
без вредных привычек 
ЗП от 8000грн-10000грн на период войны 
В обязанности входит уборка,заселения гостей, и т.д
Администратор требуется в район Академгородке 

тел. 06******92",None,8 000 - 10 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/administrator-komendant-v-hostel-kiev-IDPyAz5.html,Опубліковано Сьогодні о 11:34
БЕСПЛАТНАЯ вакансия - Работа в Польше - прямой работодатель (Krop.),"Прямой работодатель:AGRO MEAT Sp. z o.o.ul. Lubelska 46B10-409 Olsztyn, PolskaNIP: PL73*****433Предприятие AGRO MEAT Sp. z o.o. с города Ольштын приглашает на работу сотрудников на производство по переработке куриного и индюшиного мяса - ПТИЦЕКОМБИНАТ (производство полуфабрикатов из мяса птицы)Работа в городе Ольштын.БЕРЕМ ТАКЖЕ БЕЗ ЗАГРАНПАСПОРТА !!БЕРЕМ ТАКЖЕ ПО БЕЗВИЗУ !! СТАВКА ПОЧАСОВАЯ:18,00 зл./ч. нетто (на руки)Предлагаем:- постоянную, стабильную работу в доброжелательном коллективе;- горячий обед во время работы;- официальное трудоустройство непосредственно у работодателя;- делаем приглашения на работу – БЕСПЛАТНО;- делаем разрешения на работу ( воевудские ) годовые;- делаем рабочий вид на жительство ( карты побыту ) на 3-и года;- рабочий день: 9-12 часов/день;- рабочий месяц: 220-300 часов/месяц;- зарплата почасовая: 18,00 зл./ч. нетто;- зарплата месячная составляет: 4.000 – 5.400 зл./месяц нетто;- за проживание высчитывается 400 зл./месяц.- не требуется опыт работы и знание польского языка; Разговариваем на русском и украинском языках.Звоните или отправте SMS, мы перезвоним.Тел., VIBER, WhatsApp: +38************22Тел. +38************22Пшемыслав",None,32 000 - 43 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/besplatnaya-vakansiya-rabota-v-polshe-pryamoy-rabotodatel-krop-IDKlxHI.html,Опубліковано Сьогодні о 10:36
"Водій таксі на авто компанії (Bolt, Uklon)","DriveMe — один із найбільших автопарків в Україні. Ми зацікавлені у тривалій та взаємовигідній співпраці.Якщо ви хочете спробувати себе у сфері таксі, але у вас немає свого автомобіля, наша компанія надає комфортні автомобілі: Chevrolet Cobalt, Hyundai Elantra, Renault Logan МКПП 2020−2021 р/в. Всі наші автомобілі економічні та застраховані КАСКО.Умови роботи:Дохід до 60% від каси;Щоденні виплатиРемонт та обслуговування авто за рахунок компанії;Можливість вибору графіка, в індивідуальному порядку: добові 2\2, та один на авто)Підтримка колег та керівництваВся робота ведеться через простий додаток із зручним інтерфейсом.Вимоги до водія:наявність посвідчення водія, категорія В ;акуратне водіння.Якщо ти хочеш йти вперед і розвиватися, ласкаво просимо до компанії DriveMe!Дзвони нам! с понеділка по п’ятницю с 9:00 до 18:00Відділ персоналу: 09******32 - Вероніка ",None,12 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/vody-taks-na-avto-kompan-bolt-uklon-IDQ6h3j.html,Опубліковано Сьогодні о 10:32
Торгівельний представник м.Обухів,"Компанія-дистриб'ютор солодких та мінеральних вод запрошує на роботу торгівельного представника (менеджера з продажу) територія Обухів та Обухівський район, бажано з авто та зі стажем роботи.Обов'язки : -Виконання плану продаж -Розширення клієнтської бази -Контроль дебіторської заборгованості -Ведення конструктивних та результативних переговорів. Вимоги: -Стаж роботи торгівельним представником -Бажання працювати та розвиватись -Відповідальність -Комунікабельність -Бажання та готовність навчатисьзаробітна плата за результатами співбесіди",None,15 000 - 20 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/torgvelniy-predstavnik-m-obuhv-IDQPGGX.html,Опубліковано Сьогодні о 10:42
Менеджер на производство,"В цех тактического снаряжения требуется менеджер.Обязанности:Качественно и своевременно выполнять возложенные на него задачи и функции.Соблюдать трудовую и технологическую дисциплину.Знать и соблюдать нормативную документацию, регулирующую процессы работы с потребителями, процесс оформления и выполнения заказов.Требовать соблюдения договорных условий, согласованных с Заказчиками, от всех лиц, участвующих в процессе выполнения заказов.Эффективно организовывать собственную работу и работу с Заказчиками.Своевременно принимать меры, необходимые для предотвращения и/или устранения нарушений сроков изготовления, сроков оплаты за продукцию и других условий, согласованных с клиентами.Своевременно вносить информацию о прохождении заказа в базы данных, формировать и предоставлять отчетность согласно установленным требованиям. Рационально расходовать ресурсы, бережно относиться к имуществу предприятия.Постоянно повышать свою квалификацию, уровень знаний, умений и навыков.Поддерживать паритетные отношения со всеми работниками предприятия.Условия работы:полная занятость 6 дней в неделю с 8 до 18собственный кабинеткомфортные условиядружный коллективТребования:Опыт работыСпециализированное образование.ОтветственностьОбучаемостьПунктуальность",None,12 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/menedzher-na-proizvodstvo-IDR5Wzo.html,Опубліковано Сьогодні о 11:21
Працівник складу-адміністратор,"Філіал ТМ ""Yoshimoto"" запрошує на роботу товарознавця.
Умови роботи: власне робоче місце в окремому кабінеті, маленький, але дружній колектив, вчасна та гідна заробітна плата, соц.пакет.
Необхідно знати комп'ютер (офісні програми, бажано 1С), володіти навичками складського обліку. Мати комунікативні навички, вміти спілкуватись.
Склад знаходиться за адресою вул.С.Петлюри, 2а (склади ТОВ ""Гранд"")",None,10 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/pratsvnik-skladu-admnstrator-IDPAKup.html,Опубліковано Сьогодні о 11:28
Требуется водитель на миксер,Требуются водителя на 7 кубовый Миксер VOLVO FM12. Жильё оплачиваемое. 2 ходки в день минимум. З/п раз в две недели,None,450 - 500 грн./за годину,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-voditel-na-mikser-IDMe8pI.html,Опубліковано Сьогодні о 11:16
"Робота в Одесі. Помічник підприємця, асистент керівника.","Шукаю порядну та самостійну помічницю (-ка)!ФОП Ніженкевич, пропоную розвиток в сфері торгівлі, займаюся комерційною діяльністю по Україні, працюю з великим асортиментом товарів (техніка, харчування, текстиль і тд). Вимоги: 19+Потрібна людина, яка не вмирає при перших труднощах! Яка хоче і може більше, ніж інші, та може вирішити самостійно робочі питання!Пунктуальність, відповідальність; готовність працювати на результат; охайний зовнішній вигляд; комунікабельність; знання ПК.Обов’язки:• Спілкування з клієнтами та партнерами.• Оформлення нескладної документації, прийом дзвінків, робота з ПК.• Формування замовлень; робота з рекламою в інтернеті.Умови:• Графік роботи: понеділок — п’ятниця, з 9−00 до 18−00;• можливий гнучкий варіант графіка;• гідні умови оплати + премії і бонуси;• доброзичливий керівник, комфортабельний офіс.Зацікавило? Залиште контактний вайбер, ми з Вами зв'яжемося!",None,20 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/robota-v-odes-pomchnik-pdprimtsya-asistent-kervnika-IDOie0T.html,Опубліковано Сьогодні о 11:10
Робота за кордоном. Норвегія,"НОРВЕГІЯ околиці м. Єрста, Крістіансена, БергенаЗаявки подавати вже!Початок робіт із середини березня.Робота на фруктовій фермі! Обрізання дерев. Пізніше збирання врожаю (вишні, яблука, сливи). Перебирання фруктів та інша робота на фермі.Робота до кінця осені потім можемо перевести на другу ферму на цілу зиму.Оплата праці 200 норв.крон за годину (19€) + премія за хорошу роботу.Робота за 10 годин, 6 днів на тиждень. .Житло. 3200 норв.крон (300€)Документи: Біометрія України, польська віза (роботодавець надає дозвіл на працю).Польська фірма з працевлаштування у Європі “ПрофіПраця” ліцензія МСПУ №АЕ 637164 від 26.05.2015р. profipraca.com.ua Пропонує роботу в Європі (Польща, Чехія, Німеччина, Франція, Іспанія, Голландія, Фінляндія, Хорватія, Данія і т.д.)! БЕЗКОШТОВНА КОНСУЛЬТАЦІЯ! Вакансії для всіх бажаючих, для фахівців особливі умови! Для зручності постійних клієнтів є інтерактивний viber чат з вакансіями.Робочі візи(сезонні 270/270 та річні 360/360, на 24 місяці)ВНЖ у Європі та польські карти. Страхівка робоча та повна медична Страхівка.",None,4 000 - 4 200 €/за місяць,https://www.olx.ua/uk/obyavlenie/rabota/robota-za-kordonom-norvegya-IDQHEct.html,Опубліковано Сьогодні о 11:06
На мойку нужен рабочий,"Ищем ответственного без вредных привычек желательно с опытом но можно и без, всему обучим. ЗП 30% 

Адрес: Мельницкая 30Б Автомойка SKYLAB

Inst: Skylab_odessa",None,13 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/na-moyku-nuzhen-rabochiy-IDPWYfK.html,Опубліковано Сьогодні о 10:56
Оператор на виробництво без досвіду,"Підприємство ТОВ ""Ядзакі Україна"" запрошує на роботу!Вакансія: Оператор на виробництво16 700 грн · Початкова ставкаПромисловість, виробництво; більше 1400 співробітників.Повна зайнятість, готові взяти людину з інвалідністю.Опис вакансіїОбов’язки: Виготовлення схемних джгутів.Вимоги до кандидата: бажання працювати, відповідальність, дисциплінованість.Умови: Офіційне працевлаштування в компанії по виробництву кабельно-провідникової продукції.Робота в 2 зміни (1 — з 6:00 до 14:30, 2 — з 14:40 до 23:10)Ми забезпечуємо:Харчування за пільговими цінами.Безкоштовне транспортування.Можливості кар'єрного розвитку.Співбесіди проводяться без попереднього запису в будні дні з 8:30 до 16:00 за адресою с. Минай, вул. Івана Туряниці (Семана Ференца), 7.Якщо виникли питання можете телефонувати за номером: 067 181 35",None,16 700 - 17 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/operator-na-virobnitstvo-bez-dosvdu-IDPSc9H.html,Опубліковано Сьогодні о 11:00
Работа в сфере недвижимости,"Компанія ЮНИТАЛ запрошує менеджера в відділ продажу!У нас гарні умови для професійного росту:-Сучасне повністю укомплектоване рабоче місце-Процентний відсоток- 50%-якісна рекламна компания-Максимальна юридична допомога-постійно оновляена база кліентів (ЛігаПро)-Професійне навчання з нуля, от ведучого Спеціаліста по питанням нерухомостіОбовязки:-активний пошук кліентів (установка ділових контактів)-моніторінг і аналіз ринка вторинної жилої нерухомості-консультація кліентів з питаннь ринкового попиту на нерухомость (продажа-покупка)-ведення попередніх переговорів з власниками та покупцями нерухомості-презентація об'єктів нерухомостіРезюме попередньо на вайбер 06******41",None,18 000 - 35 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/rabota-v-sfere-nedvizhimosti-IDIyHZJ.html,Опубліковано Сьогодні о 11:20
Работа бармена,"В кафе Opium, р-н станции скоростного Вечерний бульвар, на постоянную работу требуется бармен .Желательный район проживания - Саксаганский. Приветствуется профильное образование.

По всем вопросам обращаться по тел. 06*********11 директор Елена Валентиновна.",None,5 000 - 7 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/rabota-barmena-IDIoTFM.html,Опубліковано Сьогодні о 11:33
Шукаю Покоївку! ТЕРМІНОВО!,"На роботу потрібна покоївка для прибирання квартир після подобової здачі
Район Жд вокзалу
Шукаю людину яка любить чистоту та порядок
Без шкідливих звичок
Вік не має значення
Графік роботи з 09:00 по 18:00
Можливий вихід кожного дня
Оплата за місяць 10-12 тис",None,10 000 - 12 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/shukayu-pokovku-termnovo-IDOTx40.html,Опубліковано Сьогодні о 11:28
"Кухар піци-помічник кухаря (пр. Гагаріна, ж/м Ломовський)","Запрошуємо на роботу кухаря піци-помічника кухаря з ДОСВІДОМ РОБОТИ. Бажання та вміння працювати — обов’язкові.Перевагу віддаємо виконавчим, відповідальним, пунктуальним, стресостійким кандидатам, з умінням та бажанням працювати у високому темпі.Зарплата — від 700 до 1100 грн. за зміну, залежно від якості та обсягу виконуваних робіт + премії за хорошу роботу.Стабільна робота в умовах карантину/воєнного часу та можливість надання п’ятиденного робочого тижня;офіційне оформлення;виплати двічі на місяць;безкоштовне одноразове харчування;графік орієнтовно 2/2; 3/3; 4/3; 5/2;з 8:00 до 21:00 (22:00)УВАГА! Так, вакансія — актуальна!Телефонувати у будні: коли номер з’являється у мережі, з 15:00 до 20:00, у неділю — з 16:00 до 20:00. На повідомлення, на жаль, не відповідаємо.",None,10 500 - 24 200 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/kuhar-ptsi-pomchnik-kuharya-pr-gagarna-zh-m-lomovskiy-IDODVsO.html,Опубліковано Сьогодні о 10:41
В компанію “Top-Sale” потрібен адміністратор,"Вітаємо! Компанія Top Sale у зв‘язку з розширення відкриває набір в свою команду. Шукаємо комунікабельних та цілеспрямованих співробітників.
Що входить до обов’язків:
*  Обробка вхідних заявок, надання клієнтам необхідних матеріалів та інформації;
*  Ведення бази партнерів/кліентів;
Наші вимоги до кандидата:
*  Комп’ютерна грамотність.
*  Готовність розвивати свої навички у новій сфері.
*  Багатозадачність.
Наши умови:
*  Графік роботи з 08:30 -18:00 з понеділка по п’ятницю, субота, неділя — вихідний. Протягом дня є кава-брейки по 15 хвилин та обіди. 1 година обіду з 13:00 - 14:00
*  Зарплата: Ставка +%  Бонусна програма розбита по кожному клієнту та замовнику, яка є у компанії. Новачок заробляє від 28500 грн, співробітник, який має досвід від 42000 грн.
*  Додаткові бонуси, розіграші -це все оголошується протягом робочого місяця.
*  Виплачується заробітна плата 1 раз на ТИЖДЕНЬ на будь-яку зручну для співробітника банківську картку на початку кожного тижня.
*  Навчання проходить протягом 2-3 робочих днів. Структура навчання кожного стажера індивідуальна. Навчання оплачується з першого робочого дня. 
*  Щодо колективу. Ми зацікавлені тільки в співробітниках які будуть працювати з нами на одній хвилі і з однією метою- ВИКОНАННЯ ЯКІСНО СВОЄЇ РОБОТИ!
*  У цей нелегкий час наші співробітники не залежно від міста чи проекту роботи всі мають робочі місця, присутність генератора і комфорту.
*  Розглядаємо співробітника у Дніпрі, надаємо житло. Корпоративні квартири розташовані у центрі міста, навколо локації проекту де працюватиме співробітник, щоб мінімізувати витрати на транспорт.
Дуже рада буду знайомству, мене звуть Оксана!
+38********13",None,20 000 - 25 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/v-kompanyu-top-sale-potrben-admnstrator-IDR79ns.html,Опубліковано Сьогодні о 10:36
уборка салон красоты,В салон красоты район м. Спортивная требуется уборщица занятость с 07-00 до 09-00 (2 часа утром строго!!!),None,4 400 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/uborka-salon-krasoty-IDLunA7.html,Опубліковано Сьогодні о 11:15
"Охоронника в продуктовий маркет, вул. Буковинська 9","«THRASH! ТРАШ!» - мережа продовольчих магазинів, яка входить до групи компаній «Фоззі».Запрошуємо до нашого колективу «Охоронника»Довіряємо тобі наступні задачі:відповідати за безпеку гостей, співробітників та збереження майна;контролювати вхідну, касову зони та приймання товару;здійснювати відеонагляд;проводити чіпування товару.Працюючи в THRASH! ТРАШ! ти гарантовано отримуєш:офіційну заробітну плату без затримок, яка виплачується 2-чі на місяць;навчання з ""0"", ми не вимагаємо досвід роботи;зручний графік роботи;робота поруч із домом;працевлаштування згідно законодавства з першого робочого дня;оплачувані лікарняні, відпустки;стрімкий кар'єрний розвиток;оплачуване навчання/стажування",None,9 000 - 9 148 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/ohoronnika-v-produktoviy-market-vul-bukovinska-9-IDQUNEI.html,Опубліковано Сьогодні о 11:00
Продавець м'ясної продукції (Їжа Свіжа),"До фірмової мережі магазинів ""Наша Ряба"" у м. Нововолинськ запрошуємо на постійну роботу енергійних людей на посаду Продавець продовольчих товарів.Обов'язки:підготовка, ротація та викладка товаруреалізація м'ясної продукціїнадання консультування покупця щодо вибору продукції для приготування бажаних стравМи пропонуємо:офіційне працевлаштування конкурентну заробітню плату",None,10 000 - 12 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/prodavets-myasno-produkts-zha-svzha-IDR7dFs.html,Опубліковано Сьогодні о 11:10
"Київ, Продавець в новий магазин ""Аврора"" ( просп.С.Бандери 16Б)","У Всеукраїнській мережі магазинів «АВРОРА» мультимаркет, яка реалізує товари промислової групи, у звязку з динамічним розвитком та розширенням мережі у Вашому місті, відкрита вакансія «Продавець торговельного залу»Ти можеш реалізуватися та розвивати себе разом з нами.Ми пропонуємо:з/п 14700- 16600 грн;графік роботи 3/2;офіційне працевлаштування та оплачувану відпустку і лікарняні;внутрішню кредитну лінію на покупки в нашій мережі;стабільну роботу в компанії, яка швидко розвивається та можливість кар'єрного зростання.Додаткова інформація :У нашій компанії на дану посаду без перешкод може влаштуватися людина з робочою групою інвалідності.новий магазин відкривається за адресою: м.Київ,просп. С. Бандери,16-Бдата початку підготовки магазину до відриття: початок робіт 14.03.23 відкриття 23.03.23Цінуємо в співробітниках:досвід роботи в торгівлі на аналогічній посаді;впевнений користувач ПК;сумлінне ставлення до роботи;комунікабельність та доброзичливість;чесність на націленість на результат;готовність до високоінтенсивної праці;готовність до навчання.Зона відповідальності:обслуговування та консультування покупців у залі та на касі виключно українською мовою;викладка товару;контроль за наявністю та відповідністю цінників;підтримування чистоти та порядку;збереження товарно-матеріальних цінностей;дотримання карантинних норм.Якщо наша компанія тобі ще не знайома WELCOME на наш сайт avrora.uaЧому б не почати саме зараз? Чекаємо саме твого дзвінка!09*********5806*********5806*********58",None,14 700 - 16 600 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/kiv-prodavets-v-noviy-magazin-avrora-prosp-s-banderi-16b-IDR6AgV.html,Опубліковано Сьогодні о 11:20
"Продавец ! Носочные изделия ,вещи (от500-1000)","Требуется продавец на выносную торговлю возле митро.Работа постоянная со сменой товара по сезону:шапки ,перчатки,лосины,носочные изделия ,бельё мужское ,женское.Ставка 300грн+10% .От 500 до 1000 можно заработать в день,и больше возможно,всё зависит от сезона.Выплата 1раз в ниделю. Чтоб узнать все подробности звоните на номер 06******50 и приходите на собеседование.",None,15 000 - 20 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/prodavets-nosochnye-izdeliya-veschi-ot500-1000-IDR8gaQ.html,Опубліковано Сьогодні о 10:56
"Мастер, автослесарь на пост развал схождения.","Требуется мастер на пост развал схождения.Опыт работы на стенде обязателен.Оборудование: компьютерный стенд развал схождения 3D Hunter DSP600. Комфортные условия работы, отапливаемые боксы. Большая загрузка и много наработанных клиентов. Возле метро Почайна. График работы Пн-Пт с 9 до 19.00. Зарплата 50/50.",None,30 000 - 40 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/master-avtoslesar-na-post-razval-shozhdeniya-IDQMQxg.html,Опубліковано Сьогодні о 11:33
Аренда автомобиля комфорт и бизнес класса для работы в такси.,"Аренда автомобиля комфорт и бизнес класса для работы в такси.•Автомобили парка, на газу• Коробка автомат Hyundai Sonata, К5•Стоимость авто от 3700 грн в неделю•Можете работать в службе ТАКСИ / Доставке / Для Личных целей.•Обслуживание за счёт компании.•Обслуживание на собственном СТО•Возраст от 23 лет•Регистрируем на платформу BOLT UKLON•Звоните 09******79",None,20 000 - 30 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/arenda-avtomobilya-komfort-i-biznes-klassa-dlya-raboty-v-taksi-IDK8nrv.html,Опубліковано Сьогодні о 10:41
Продавець-консультант,"Основні вимоги: Чесність, порядність, відповідальність; Активність, комунікабельність та стресостійкість; Уміння працювати в колективі; Вміння пропонувати та продавати товар; Відсутність шкідливих звичок. Обов’язки: Обслуговування покупців; Забезпечення своєчасної викладки товарів у відповідності до встановлених правил; Забезпечення своєчасної наявності та відповідності цінників заявленим цінам; Підтримка чистоти і порядку на робочому місці. З нашої сторони ми пропонуємо: Робочий день Пн-Сб з 8:00 год. — 19:00 год. Нд  з 10 - 18 год.; Два вихідних на тиждень за плаваючим графіком; Гідну та стабільну заробітню плату; Безкоштовне, професійне навчання; Достойні умови праці; Дружній колектив; Кар'єрний ріст. ",None,7 500 - 9 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/prodavets-konsultant-IDQqSjg.html,Опубліковано Сьогодні о 11:10
