title,description,price,status,url,date_public
Требуется старший на предприятие,"Требуется старший (помощник) на металобазу. 
Требование: старше 30 лет, без вредных привычек, ответственный, целеустремленный, желание работать. График с 9 до 18.",None,8 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-starshiy-na-predpriyatie-IDR8qpU.html,Опубліковано Сьогодні о 11:19
Шукаємо прибиральницю,"Дитячий спортивний центр Футбік шукає в свою команду хозяюшку.Ми шукаємо відповідальну акуратну людину, яка проживає поруч з нашим клубом, який знаходиться за адресою пр. В. Маяковського, 26 Занятість 2 години на день, прибирання о 9 ранку та 13:30.Оплата кожного дня, 300 грн/деньМожливий графік:2/2Телефонуйте нам за номером 05*********33",None,4 500 - 5 500 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/shukamo-pribiralnitsyu-IDR8oFD.html,Опубліковано Сьогодні о 10:40
Кухар на гарніри в корпоративну їдальню,"Компанія CANFOOD шукає кухаря на гарніри для роботи в корпоративній їдальні підприємства, КиївВимоги:досвід кухарем від 2 роківвміння працювати, рахувати по технологічним карткамосновні знання та дотримання санітарних нормУмови роботи: 4/4 (або 2/2) 6.30 до 18.30Обов’язки:приготування страв на лінію за планом меню14000м. ДеміївськаТелефонувати в будні дні з 9.00 до 17 ",None,14 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/kuhar-na-garnri-v-korporativnu-dalnyu-IDR05Bz.html,Опубліковано Сьогодні о 10:36
"Потрібні перукарі, майстри манікюру,візажисти","Запрошуємо до співпраці майстрів манікюру, перукарів та візажистів! Гарантуємо та забезпечуємо роботою, клієнтською базою!",None,5 000 - 8 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/potrbn-perukar-maystri-mankyuru-vzazhisti-IDQDG1Q.html,Опубліковано Сьогодні о 11:32
Требуется официант в кафе,"Требуется официант в кафе грузинской кухни ""Кинто"". График работы: с 10:00 до 21:00. Все детали по номеру телефона.",None,6 000 - 10 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-ofitsiant-v-kafe-IDR8pVj.html,Опубліковано Сьогодні о 11:08
"Водій у таксі на авто компанії (Bolt, Uklon)","DriveMe — один із найбільших автопарків в Україні. Ми зацікавлені у тривалій та взаємовигідній співпраці.Якщо ви хочете спробувати себе у сфері таксі, але у вас немає свого автомобіля, наша компанія надає комфортні автомобілі: Chevrolet Cobalt, Hyundai Elantra, Renault Logan МКПП 2020−2021 р/в. Всі наші автомобілі економічні та застраховані КАСКО.Умови роботи:Дохід до 60% від каси;Щоденні виплатиРемонт та обслуговування авто за рахунок компанії;Можливість вибору графіка, посмінний (2/2 )Підтримка колег та керівництваВся робота ведеться через простий додаток із зручним інтерфейсом.Вимоги до водія:наявність посвідчення водія, категорія В( від 1го року );акуратне водіння.Якщо ти хочеш йти вперед і розвиватися, ласкаво просимо до компанії DriveMe!Якщо наша вакансія тебе зацікавила, виявляй інтерес, натиснувши на кнопку «Відгукнутися» і ми тобі зателефонуємо! Чи не хочеться чекати? — Дзвони нам! с понеділка по п’ятницю с 9:00 до 18:00Відділ персоналу: 09******32",None,10 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/vody-u-taks-na-avto-kompan-bolt-uklon-IDP8FO0.html,Опубліковано Сьогодні о 10:31
Срочно Требуется сотрудник,"Срочно требуется сотрудник на Мойку 
График 3 через 3 с 8.30 до 19.30 
З.п 40% + 30% стирка ковров 
Требованиям-опыт работы от 1 года
Мы находимся на ул.Болгарская 64
Вопросы по телефону 09*********14",None,6 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/srochno-trebuetsya-sotrudnik-IDQ422r.html,Опубліковано Сьогодні о 11:12
Требуется бармен с опытом работы Киев ( белогородка),"требуется сотрудник с опытом работы. зп % от продажи. 
чистоплотность, аккуратность, ответственность обязательные качества, 
есть корпоративная скидка персонала.",None,10 000 - 20 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-barmen-s-opytom-raboty-kiev-belogorodka-IDOYGyn.html,Опубліковано Сьогодні о 10:44
"Кухарі,офіціанти потрібні!!!","В кафе потрібні кухарі ,помічники кухаря ,офіціанти  та бармени терміново!!!графік з 12-22 годТелефонуйте 09******87",None,5 000 - 12 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/kuhar-oftsanti-potrbn-IDQDajF.html,Опубліковано Сьогодні о 11:00
Шукаю домашнього кухаря,Для сім'ї 5 чол шукаємо кухаря.Неповна зайнятість(3 рази в тиждень по 3 год).Вимоги:вміння смачно готувати і випікати (нескладні вироби).,None,5 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/shukayu-domashnogo-kuharya-IDR8qbI.html,Опубліковано Сьогодні о 11:24
Работа продавец реализатор на 7-й км.,"Требуется продавец реализатор на промрынок 7-й км. Группы товаров инженерная сантехника, электрика, бытовые товары.График стандартный для 7-го км.Контейнер на Заводской.Желательно опыт работы на 7-м.Компьютерная грамотность.Отсутствие вредных привычек.Ответственность, надёжность, умение продавать.з/п 250 грн/смена + 4% от розницы и 2% от опта, выплата 2 раза в месяц.06********07  Константин.",None,Повна зайнятість,https://www.olx.ua/uk/obyavlenie/rabota/rabota-prodavets-realizator-na-7-y-km-IDR7ds7.html,Опубліковано Сьогодні о 11:04
Робота Медсестри,"На роботу у Печеніжин Івано-Франківської обл. В дружній колектив шукаємо медичну сестру...
Обов'язки:
-Проведення стерилізації медичних інструментів
- Комплектувати медичний інструментарій, підготовка кабінетів до роботи",None,100 - 1 000 грн./за годину,https://www.olx.ua/uk/obyavlenie/rabota/robota-medsestri-IDPAe3j.html,Опубліковано Сьогодні о 11:19
"Водитель такси на машинах парка  Toyota Prius, Nissan Leaf","В связи с активным увеличением автопарка «Goodinvestauto», в большой и дружный коллектив требуются водители.   Предлагаем работу в такси на наших машинах на аккаунтах от ведущих перевозчиков Uklon, Bolt, Uber, 838. Основной парк состоит из гибридных авто Toyota Prius и электромобилей Nissan Leaf. Все машины застрахованы.  Машины не брендированы.  Требования к кандидатам:  • права категории В и стаж вождения больше 1 года; • гражданство Украины;  Почему стоит обратить внимание на наш парк: 1. У нас водители зарабатывают от 3,5 до 8 тыс. в неделю. Лидеры по кассе получают бонусы к зарплате!  2. Сдача кассы один раз в неделю; 3.  У нас свое СТО, машины обслуживаются вне очереди, поэтому вы не ждете несколько дней свой автомобиль.  4. Поддержка водителя на линии; 5. У нас контроль и порядок, мы обещаем вам достойный заработок! 6. Вот почему на наших автомобилях выгодно работать. Для сравнения: -среднестатистический автомобиль в такси расходует 10-12 литров топлива, в основном это газ = 310-320 грн на 100 км расход топлива.-У наших автомобилей 5.5-7 л газ/ бензин = 180 грн. на 100 км. Электромобиль обходится от 30 грн. до 120 грн. на 100 км. Разница существенная.7. Мы обучаем тех, у кого нет опыта в такси. Самые высокие результаты у новичков! 8. Работая у нас, вы будете не просто водителем, вы станете частью большого дружного коллектива, где хорошо знают, про ваш день рождения.  Большинство водителей - работают длительно или приходят повторно, рекомендуют нас, приводят друзей и знакомых, получают ""бонус за приведенного друга""!  Заинтересовало? Звоните: 09*********37  Александр.   Что мы вам предлагаем: • Вы сами выбираете себе график работы; • Авто без напарника, может постоянно находится у вас; • Полное обслуживание машин за счет компании, мойка тоже; • Есть возможность взять автомобиль под выкуп, после месяца работы, также есть аренда; • К работе можно приступить прямо в день собеседования; Звоните и приходите! Мы с радостью, встретим вас в нашем коллективе, возможно, на очень длительное время!",None,18 000 - 28 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/voditel-taksi-na-mashinah-parka-toyota-prius-nissan-leaf-IDQdLAs.html,Опубліковано Сьогодні о 10:40
Продавец кассир в Кульбакино,"Пробуется честный и порядочный продавец кассир в небольшой продовольственный магазин в Кульбакино (конечная 29) 
График работы с 7.00 до 21.00
Все подробности по телефону.",None,7 000 - 10 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/prodavets-kassir-v-kulbakino-IDQvSVU.html,Опубліковано Сьогодні о 11:32
Оператор грального залу,"Опис вакансіїМережа ліцензованих гральних залів Win Club запрошує співробітників на посаду консультанта грального закладу.Вимоги:Перш за все відповідальність, пунктуальність,приємна зовнішність, комунікабельність,уважність, стресостійкість,бажання розвитку і працювати на результат.Наявність сертифіката про вакцинацію.Умови роботи:Ми надаємо комфортні умови праці.Графік роботи 2/2.Заробітна плата виплачується два рази на місяць.Досвід роботи необов’язковий, всьому навчаємо. Більш детальну інформацію надаємо на співбесіді. Запис на співбесіду за номером 38********22(Ольга)",None,11 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/operator-gralnogo-zalu-IDQT3bD.html,Опубліковано Сьогодні о 10:36
"Водитель на новые авто фирмы Uber,Bolt,Uklon 75% Бренд 75%","Водитель на новые авто В такси Uklon,Bolt,Uber * 75% Бренд Водителя* 75% от Кассы* График работы : Один водитель на Авто ( 5-6 дней в неделю по 12 часов )* Возможность зарабатывать от 25 000 до 35 000 грн. в месяц Требования к кандидату:Возраст от 18 лет;Стаж вождения от 2 лет;Уверенное вождение;Умение обращаться со смартфоном;Мы предлагаем:Ремонт за счет компании;Своевременные и прозрачные выплаты;Возможность работы по индивидуальному графику;Работа по удобным мобильным приложениям;Поддержка 24/7 и сопровождение нашими менеджерами;Предоставляем для работы современные автомобили 2020 г.;Возможность работы по индивидуальному графику;• Один на авто в первый день работы• Авто сдавать не надо• 50 км по своим делам в суткиЗапись на собеседование проводиться ежедневно с 9:00 до 22:00Дмитрий09******1907******8809******01Собеседования проводятся: г. Киев, просп. Мира 15А",None,25 000 - 35 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/voditel-na-novye-avto-firmy-uber-bolt-uklon-75-brend-75-IDP7MP4.html,Опубліковано Сьогодні о 10:31
На швейное производство мастер-начальник производства,"на швейное производство сумок требуется мастер - руководитель производственным процессом.
Опыт работы обязателен. Резюме высылайте для ознакомления или набирайте.  Зарплата высокая. м. Турбоатом, в 2 мин.ходьбы.",None,25 000 - 30 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/na-shveynoe-proizvodstvo-master-nachalnik-proizvodstva-IDQWtHe.html,Опубліковано Сьогодні о 11:08
В торговую сеть «Сусіди» требуются продавцы в ДЕНЬ И НОЧЬ!,"ТАИРОВО В торговую сеть «Сусіди» требуются кассиры продавцы на постоянную работу в ДЕНЬ И НОЧЬ!

Обязанности: 
- обслуживание клиентов, 
- выкладка товара, ценников,
- поддержание чистоты.

От Вас:
- умение пользоваться ПК,
- пунктуальность, 
- честность, 
- доброжелательность, 
- приятный внешний вид,
- опрятность,
- с опытом работы в торговле и желанием работать!

Гарантируем: 
- достойную зарплату,
- своевременную выплату! 
Ставка 500 грн/смена 
Бонусная система(+100 грн к каждому раб. дню)
Дружный коллектив, график работы 2/2 или 3/3
С 8:00 до 20:00 день , С 20:00 до 8:00 ночь.

Ул. Ак. Королева 118/4
Люстдорфская 146/2а
Звоните/пишите(Вайбер), мы ждём Вас !

06******28
Анастасия",None,10 000 - 11 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/v-torgovuyu-set-susdi-trebuyutsya-prodavtsy-v-den-i-noch-IDQPHlA.html,Опубліковано Сьогодні о 11:00
Водій ADR по Україні,"Шукаю водія категорії СЕ з дійсним ДПНВ(ДОПОГ) свідотством для перевезення небезпечних вантажів(дизельне паливо) по Україні. Зарплата висока та своєчасна.
  З вас:
-Досвіт роботи 
-Знання доріг України
-Знання пристрою вантажного автомобіля
-Сумлінне виконання поставлених задач
-Вміння працювати в колективі.
За додатковою інформацією звертатись по телефону 09******46",None,30 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/vody-adr-po-ukran-IDQKSKL.html,Опубліковано Сьогодні о 11:11
Требуется торговый представитель с авто Кривой Рог,"Оптовая компания специализирующаяся на продаже электротоваров, светотехники, ручного инструмента, объявляет набор на должность - Торговый представитель.Требования:Наличие прав категории «В»; ( опыт вождения более 2-х лет ).Наличие личного автомобиля; Успешный опыт работы торговым представителем или менеджером по продажам; Рассматриваем и без опыта работы, но с большим желанием работать, учиться новому и развиваться;  Хорошее знание города;Основные обязанности:Работа с имеющейся клиентской базой с розничными строительными магазинами в черте города Кривой Рог;Заключение договоров;Увеличение объёма продаж; ;Выполнение стандартов присутствия ТМ;Контроль дебиторской задолженности;Условия работы:Заработная плата 15000 грн. + дополнительные бонусы5-ти дневная рабочая неделя;Работа со строительными магазинами и сетями в черте города.Дружный коллектив, карьерный рост.Оплата топлива, амортизация, мобильная связь.Планшет для работы.Все условия работы более детально при собеседовании.На сообщения в директ не отвечаем, обращайтесь по номеру телефона ниже.Виталий Анатольевич 06*********55",None,15 000 - 25 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-torgovyy-predstavitel-s-avto-krivoy-rog-IDmBERM.html,Опубліковано Сьогодні о 10:44
Менеджер по роботі з клієнтами,"ТОВ «Рекламна агенція ОКЕЙ» (код ЕДПРОУ 34883990) запрошує до команди співробітників. 

Відкрита вакансія Менеджер по роботі з клієнтами 

Обов’язки :
-Первинне консультування клієнта по послугам компанії
-Супровід клієнта за залишеною заявкою 

Вимоги до кандидатів:
-Грамотна усна мова
-Компютерна грамотність 
-Мотивація розвиватися

Умови роботи :
-Високий рівень доходу.Щотижнева оплата( ставка 2000 + 15%) 
-Зручний графік роботи з 8:30 до 18:00, два вихідних, обід та 3 перерви на каву 
-Навчання з провідними фахівцями( навчання також оплачується) 
-Безкоштовне проживання 

Знаходимося за адресою : м.Дніпро, вул.Старокозацька 3

Контактний номер телефону :+38********70",None,20 000 - 22 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/menedzher-po-robot-z-klntami-IDR6yAf.html,Опубліковано Сьогодні о 11:04
сезонна робота в теплицях,"у звязку з розширенням потрібні на роботу в теплиці(томати) та інше(відкритий грунт - овочі),потрібен чоловік або сімейна пара,бажано з досвідом робота,або ж з вмінням швидко навчатися певних процесів,житло надається безкоштовно(дачний будиночок зі зручностями).",None,Сезонна / тимчасова робота,https://www.olx.ua/uk/obyavlenie/rabota/sezonna-robota-v-teplitsyah-IDR5V6h.html,Опубліковано Сьогодні о 11:32
"Водій-Міжнародник (Далекобійник), Водитель-Международник (Дальнобойщик","Вимоги: Транспортна кампанія запрошує на роботу Водія категорії Е. Поїздки до країн Європи, Балтії (Литва, Латвія, Естонія), Азії. Досвід роботи на авто з напівпричепом ОБОВ'ЯЗКОВИЙ! Обов'язки: Безаварійний досвід роботи Порядність Відповідальність, УважністьУмови роботи: Офіційне працевлаштування Своєчасна З/П",None,30 000 - 40 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/vody-mzhnarodnik-dalekobynik-voditel-mezhdunarodnik-dalnoboyschik-IDR5WCk.html,Опубліковано Сьогодні о 11:24
продавец мобильных аксессуаров на 7км...,"Требуется на 7км,продавец мобильных аксессуаров (парень) опыт работы с мобильными аксессуарами и умение ставить защитные стекла на телефон ОБЯЗАТЕЛЬНО. з/п 11700гр. График с 7.00до15.00. тел. 38********62...",None,10 500 - 11 700 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/prodavets-mobilnyh-aksessuarov-na-7km-IDQSi0G.html,Опубліковано Сьогодні о 10:31
Требуются на работу,"Rich-МаркетМиколаїв вул.Маріупольська 55Менеджер з продажу в салон вікон,дверей.Обязанности:Прием входящих звонковКонсультация потенциальных и постоянных клиентовЗапись на замерПолный порядок выполнения обязанностей менеджера по продаже окон :Требования:умение работать в Word, Excelвысокая работоспособностьграмотный языкумение самостоятельно принимать решенияответственностьхорошая памятьвнимательность (обязательно)Тел-06********77.",None,7 000 - 8 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuyutsya-na-rabotu-IDMXlXq.html,Опубліковано Сьогодні о 11:08
Требуется швея можно без опыта,"Требуется швея на поясную машину 
Это один процесс. Можно без опыта. 
Мы обучаем и все подскажем и покажем.
От вас желания работать и учиться. 
Атамана Головатого 84",None,15 000 - 20 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-shveya-mozhno-bez-opyta-IDR8q3z.html,Опубліковано Сьогодні о 11:11
Продавець-консультант в оптику,"В ОПТИКУ потрібен на роботу 
ПРОДАВЕЦЬ -КОНСУЛЬТАН!

_Комунікації _:

-тел.09******41 для співбесіди 

_Умови праці:_

-Комфортні умови праці.
-корпоративна програма лояльності .
-графік з плаваючими вихідними 2/2-3/3

_Обов’язки :_

-Консультація клієнта.
-продаж окулярів,контактних лінз,та  супутнього товару .
-Запис пацієнтів на прийом до лікаря .
-прийом ,розцінка та викладка товару .

_Вимоги_ :

Медична освіта буде перевагою !
-Досвід роботи 
-Впевнений користувач ПК.
-Грамотна мова.
-Охайність .
!!! ЗП обговоримо призустрічі з потенційним працівником !",None,6 000 - 10 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/prodavets-konsultant-v-optiku-IDNge0i.html,Опубліковано Сьогодні о 10:58
потрібна бариста,"потрібна бариста,в кав‘ярю в центр міста.подробиці за телефоном",None,20 - 50 грн./за годину,https://www.olx.ua/uk/obyavlenie/rabota/potrbna-barista-IDR0oa7.html,Опубліковано Сьогодні о 10:44
Работа в Польше - БЕСПЛАТНАЯ вакансия - прямой работодатель (Pol.),"Прямой работодатель:AGRO MEAT Sp. z o.o.ul. Lubelska 46B10-409 Olsztyn, PolskaNIP: PL73*****433Предприятие AGRO MEAT Sp. z o.o. с города Ольштын приглашает на работу сотрудников на производство по переработке куриного и индюшиного мяса - ПТИЦЕКОМБИНАТ (производство полуфабрикатов из мяса птицы)Работа в городе Ольштын.БЕРЕМ ТАКЖЕ БЕЗ ЗАГРАНПАСПОРТА !!БЕРЕМ ТАКЖЕ ПО БЕЗВИЗУ !! СТАВКА ПОЧАСОВАЯ:18,00 зл./ч. нетто (на руки)Предлагаем:- постоянную, стабильную работу в доброжелательном коллективе;- горячий обед во время работы;- официальное трудоустройство непосредственно у работодателя;- делаем приглашения на работу – БЕСПЛАТНО;- делаем разрешения на работу ( воевудские ) годовые;- делаем рабочий вид на жительство ( карты побыту ) на 3-и года;- рабочий день: 9-12 часов/день;- рабочий месяц: 220-300 часов/месяц;- зарплата почасовая: 18,00 зл./ч. нетто;- зарплата месячная составляет: 4.000 – 5.400 зл./месяц нетто;- за проживание высчитывается 400 зл./месяц.- не требуется опыт работы и знание польского языка; Разговариваем на русском и украинском языках.Звоните или отправте SMS, мы перезвоним.Тел., VIBER, WhatsApp: +38************22Тел. +38************22Пшемыслав",None,32 000 - 43 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/rabota-v-polshe-besplatnaya-vakansiya-pryamoy-rabotodatel-pol-IDoKTCM.html,Опубліковано Сьогодні о 10:39
"Установщик памятников, строитель памятников, опыт работы обязательно","На постоянную работу требуется установщик памятников. Требования: права кат В, умение ездить на микроавтобусе и опыт работы Обязательно. Оплата сдельная, по прейскуранту. Оформление как ФОП. График работы с 07:50 до 17:10. Адекватность и порядочность. Постоянство работы зависит от объёма. Место работы: ул. Аэропортовская 27/1, возле МРЭО-2",None,Сезонна / тимчасова робота,https://www.olx.ua/uk/obyavlenie/rabota/ustanovschik-pamyatnikov-stroitel-pamyatnikov-opyt-raboty-obyazatelno-IDR4m8k.html,Опубліковано Сьогодні о 11:17
Менеджер в рекламну агенцію,"ТОВ «Рекламна агенція ОКЕЙ» (код ЕДПРОУ 34883990) запрошує до команди нових співробітників. 

Відкрита вакансія Менеджер по роботі з клієнтами 

Обов’язки :
-Первинне консультування клієнта по послугам компанії
-Супровід клієнта за залишеною заявкою 

Вимоги до кандидатів:
-Грамотна усна мова
-Компютерна грамотність 
-Мотивація розвиватися

Умови роботи :
-Високий рівень доходу.Щотижнева оплата( ставка 2000 грн/тиждень + 15%)
-Зручний графік роботи з 8:30 до 18:00, два вихідних, обід та 3 перерви на каву 
-Навчання з провідними фахівцями( навчання також оплачується) 
-Безкоштовне проживання 

Знаходимося за адресою : м.Дніпро, вул.Старокозацька 3

Контактний номер телефону : +38********70",None,22 000 - 25 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/menedzher-v-reklamnu-agentsyu-IDR6yEU.html,Опубліковано Сьогодні о 11:04
Водій на авто компанії UBER Bolt Uklon ЗП 65%,"Пропонуємо роботу на авто компанії-пасажирські перевезення в межах міста Львова(додатки Uber / Bolt / Uklon)автомобілі:Hyundai Elantra,Skoda Rapid,Renault Logan,Vw Polo,Kia Forte.бензин + газ або дизельє механічна або автоматична коробка передачЗаробітна плата:65% від каси (заправка за рахунок водія) при умові виконання плану по поїздкам в тиждень.Водії заробляють від 12000-16000 грн на місяць.Графік роботи: один на авто з тижневим планомВимоги до кандидата:Досвід роботи в таксі або службі доставки - надає перевагу;Вік від 19 років;Водійський стаж від 1 року;Акуратне водіння;Догляд за авто, підтримання його в чистоті.",None,12 000 - 16 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/vody-na-avto-kompan-uber-bolt-uklon-zp-65-IDKABc3.html,Опубліковано Сьогодні о 10:34
Швеи! Оставайтесь с семьёй! Зарабатывайте в Харькове!,"Оставайтесь с семьёй! Зарабатывайте в Украине!Не социалка!Наймём швей на пошив зимних курток. Круглый год!( Крой выдаётся уже : намеченный, настроченный и обрезанный.) Выдаётся пошитая подкладка и пошитый капюшон. Нужно собрать аккуратно в изделие. Зарабатывайте вместе с нами!. ( Крой не ограничен).Давайте зарабатывать  Звоните.09*********51",None,15 000 - 22 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/shvei-ostavaytes-s-semey-zarabatyvayte-v-harkove-IDO7O85.html,Опубліковано Сьогодні о 11:24
робота касир обмін валют (Alfa obmin),"Вимоги:•  Досвід роботи з валютно-обмінними операціями обов’язковий, з професійною технікою (детектори справжності, лічильники банкнот);•  Володіння ПК •  Чесність, відповідальність, клієнтоорієнтованість.Обов’язки:•  Оформлення грошових операцій в пунктах обміну валют;•  Визначення ознак платіжності та зношення банкнот іноземної валюти;•  Облік та контроль готівки;•  Заповнення касових документів Графік:•  пн-пт з 10 до 18;•  заробітна плата 1000грн день09*********02 дзвонити або вайбер/телеграм",None,19 000 - 23 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/robota-kasir-obmn-valyut-alfa-obmin-IDR5V41.html,Опубліковано Сьогодні о 11:32
Вакансія Баріста,"Кав’ярня NoName шукає бариста до своє команди. 
Стати нашою частиною можеш саме ти.
Вимоги до кандидата:
Старше 18 років.
Порядність та відповідальність.
Досвід роботи в кав‘ярнях третьої хвилі від 1-го року
(Також можемо розглянути без досвіду).
 Що ми пропонуємо:
ЗП ставка+5%
Позмінний графік роботи (оговорюєте з іншими бариста)
Робочий день з 8:00 до 20:00
Кав‘ярні знаходяться за адресами:
Ірпінь, Новооскольська 6М ЖК Фортуна
Ірпінь, Підгірна ЖК Синергія Сіті

Для запису на співбесіду пишіть повідомлення або телефонуйте за номером:
06******07
Олександр",None,10 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/vakansya-barsta-IDPsTr9.html,Опубліковано Сьогодні о 10:44
Аренда авто с правом выкупа от 100$,"Аренда автомобиля комфорт класса для работы в Такси г.Киев/Для личных целей. Автомобили коробка автомат Hyundai Sonata, КIA k5. Стоимость авто 3600 грн в неделю. Стоимость авто под выкуп от 100$ в неделю. Регистрируем на платформах Bolt и Uklon .Звоните прямо сейчас. Все вопросы по телефону09******79",None,100 $/за місяць,https://www.olx.ua/uk/obyavlenie/rabota/arenda-avto-s-pravom-vykupa-ot-100-IDK1fVZ.html,Опубліковано Сьогодні о 11:11
"РОБОТА (Вахта) Вінницька область : Ст. зміни охорони , Охоронники","Запрошуєм на роботу в охоронну структуру! Вахтовий метод 7/7, 14/14, 20/10, 30/15 доставка на об'єкт та проживання за рахунок підприємства (частково харчування); офіційне оформлення; заробітна оплата та аванси без затримок; індивідуальний підхід; кар*єрний та фінансовий ріст (ст. охоронник, начальник об""єкта охорони). Обов'язки: патрулювання об'єкта; здійснення контрольно - пропускного режиму; контроль відвантаження готової продукції. Вимоги : без медичних протипоказань до роботи за даною професією; без судимостей; без шкідливих звичок; бажано з досвідом. Усі деталі на співбесіді. Запис на співбесіду за тел. 09******59",None,Повна зайнятість,https://www.olx.ua/uk/obyavlenie/rabota/robota-vahta-vnnitska-oblast-st-zmni-ohoroni-ohoronniki-IDzwqle.html,Опубліковано Сьогодні о 10:39
Швея (швачка) массовка (ЗАРПЛАТА ЕЖЕНЕДЕЛЬНО) СРОЧНО!!!,"Ми пропонуємо:• КОНКУРЕНТНУ заробітну плату (виплата ЩОТИЖНЕВО)• Роботу на НОВОМУ ПРОМИСЛОВОМУ обладнанні• В чистому, світлому та теплому приміщенні з ремонтом• ЕЛЕКТРОЕНЕРГІЯ Є ПОСТІЙНО!• Розташування 5хв. від метро ЛіСОВА!• Гори крою (загрузка работою ПОСТІЙНО КРУГЛИЙ РІК)• Невеликий стабільний колектив• Шиємо ТРИКОТАЖВИМОГИ:• ВМІТИ ЗІБРАТИ ВИРІБ З ПОЧАТКУ ДО КІНЦЯ (НЕ поопераціях)• ЯКІСТЬ !!!Прохання ДЗВОНИТИ, не писати. Лілія.РОБОТУ дистанціонно/на дому НЕ ПРОПОНУВАТИ!",None,15 000 - 20 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/shveya-shvachka-massovka-zarplata-ezhenedelno-srochno-IDQPHhD.html,Опубліковано Сьогодні о 10:58
Оператор колл-центра,"В компанию IT-Global требуются специалисты , а так же начинающие работники в сфере телекоммуникаций
От нас:
- стабильная зарплата 
- карьерный рост 
- высокий уровень дохода 
Наши требования:
- грамотная речь 
- желание зарабатывать 
График 7:00-14:00
Пн-пт
Мы находимся в районе Бульвара
Звонить по телефону:
- 06******61 Владимир ( или телеграмм)",None,10 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/operator-koll-tsentra-IDQIW2X.html,Опубліковано Сьогодні о 10:30
Требуется администратор,В салон красоты Нова Я (Академгородок) требуется администратор. Условия работы и график при встрече,None,8 000 - 15 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/trebuetsya-administrator-IDR5URD.html,Опубліковано Сьогодні о 11:04
управляющий бильярдного клуба,"В бильярдный клуб ""Акватория"" (р-н Новокадакский, возле станции метро Покровская) требуется женщина или мужчина для работы управляющим бильярдного клуба. Неполная занятость. Опыт необязателен. Желательно умение играть на бильярде или желание обучиться этой игре, если нет данных навыков. Требования: коммуникабельность, стрессоустойчивость, порядочность, аккуратность, амбициозность, инициативность, способность организовывать, управлять, развивать данное бизнес-направление. График работы управляющий+администратор зала+бармен:(в одном лице) два через два или три через три или т. д. (как сами установите) с 12 до 23 ч (за час до комендантского часа), итого 15 дней (смен) в месяц. Зарплата напрямую зависит от вашей деятельности. Для тех, кому будет поздно добираться с работы, есть возможность ночевки в отдельном помещении (номере). Для сотрудников предусмотрены бесплатные занятия в тренажерном и фитнес залах, посещение общей бани и игра на бильярде.",None,7 000 - 11 000 грн./за місяць,https://www.olx.ua/uk/obyavlenie/rabota/upravlyayuschiy-bilyardnogo-kluba-IDM9Vq5.html,Опубліковано Сьогодні о 10:33
